id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
89.0,01 / 盛歯350,3350.0,5.0,なごみ矯正・デンタルクリニック,〒020－0148,盛岡市前潟四丁目７番１号イオンモール盛岡１階,019-645-7530 / 新規 / 令3. 8. 7,小笠原　和志,小笠原　和志 / 現存,平15. 8. 7,矯歯　歯　小歯,診療所,,,,,,,,,,,,,,

90.0,01 / 盛歯351,3351.0,3.0,くろさわ歯科医院,〒020－0015,盛岡市本町通二丁目３番１１号,019-621-1181 / 新規 / 令3. 10. 2,黒澤　正雄,黒澤　正雄 / 現存,平15. 10. 2,歯,診療所,,,,,,,,,,,,,,

91.0,01 / 盛歯352,3352.0,1.0,瀬川歯科医院,〒020－0883,盛岡市志家町９番１２号,019-622-3508 / 移動 / 令3. 10. 23,瀬川　敦義,瀬川　敦義 / 現存,平15. 10. 23,歯　歯外,診療所,,,,,,,,,,,,,,

92.0,01 / 盛歯355,3355.0,4.0,あおば歯科小児歯科クリニック,〒020－0127,盛岡市前九年三丁目１９番４６号,019-648-0222 / 移動 / 令3. 12. 24,佐藤　輝子,野坂　久美子 / 現存,平15. 12. 24,歯　小歯,診療所,,,,,,,,,,,,,,

93.0,01 / 盛歯357,3357.0,0.0,なかさと歯科医院,〒020－0117,盛岡市緑が丘三丁目２番４４号,019-664-1781 / 新規 / 令4. 4. 12,中里　滋樹,中里　滋樹 / 現存,平16. 4. 12,歯　歯外,診療所,,,,,,,,,,,,,,

94.0,01 / 盛歯358,3358.0,8.0,金子歯科医院,〒020－0878,盛岡市肴町４番２５号,019-622-2842 / 交代 / 令4. 5. 1,金子　良司,金子　良司 / 現存,平16. 5. 1,歯　小歯,診療所,,,,,,,,,,,,,,

95.0,01 / 盛歯359,3359.0,6.0,くどう歯科クリニック,〒020－0146,盛岡市長橋町１６番２０号,019-648-7171 / 新規 / 令4. 6. 7,工藤　淳一,工藤　淳一 / 現存,平16. 6. 7,歯　小歯,診療所,,,,,,,,,,,,,,

96.0,01 / 盛歯360,3360.0,4.0,はし歯科こども歯科,〒020－0122,盛岡市みたけ二丁目２１番３８号,019-648-0035 / 新規 / 令4. 7. 12,波紫　修一,波紫　修一 / 現存,平16. 7. 12,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

97.0,01 / 盛歯361,3361.0,2.0,かみはら歯科医院,〒020－0871,盛岡市中ノ橋通一丁目８番２１号,019-654-4181 / 新規 / 令4. 8. 20,医療法人　かみはら　理事長　上原　豊,上原　豊 / 現存,平16. 8. 20,歯　小歯,診療所,,,,,,,,,,,,,,

98.0,01 / 盛歯362,3362.0,0.0,くまがい歯科クリニック,〒020－0837,盛岡市津志田町二丁目１番７０号さくらビル１Ｆ,019-632-1188 / 移動 / 令4. 12. 7,熊谷　哲也,熊谷　哲也 / 現存,平16. 12. 7,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

99.0,01 / 盛歯363,3363.0,8.0,新津歯科クリニック,〒020－0884,盛岡市神明町１０番３８号,019-623-4611 / 新規 / 令5. 1. 5,新津　二郎,新津　二郎 / 現存,平17. 1. 5,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

100.0,01 / 盛歯366,3366.0,1.0,かまた歯科クリニック,〒020－0004,盛岡市山岸二丁目１６番１２号,019-626-1777 / 移動 / 令5. 9. 1,船越　俊二,船越　俊二 / 現存,平17. 6. 15,歯,診療所,,,,,,,,,,,,,,

101.0,01 / 盛歯370,3370.0,3.0,高橋衛歯科医院,〒020－0136,盛岡市北天昌寺町７番１０号,019-645-6969 / 組織変更 / 令5. 9. 1,医療法人高橋衛歯科医院　理事長　高橋　衛,金　俊介 / 現存,平17. 8. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

102.0,01 / 盛歯373,3373.0,7.0,さくらだい外川歯科医院,〒020－0001,盛岡市上米内字道ノ下３８番地９,019-663-6487 / 新規 / 令5. 11. 21,外川　正洋,外川　正洋 / 現存,平17. 11. 21,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

103.0,01 / 盛歯374,3374.0,5.0,かめだ歯科医院,〒020－0866,盛岡市本宮三丁目４６番３１号,019-634-0777 / 新規 / 令5. 12. 14,亀田　幸宏,亀田　幸宏 / 現存,平17. 12. 14,歯　小歯,診療所,,,,,,,,,,,,,,

104.0,01 / 盛歯381,3381.0,0.0,高橋歯科医院,〒020－0022,盛岡市大通一丁目２番１号岩手県産業会館別館２階,019-651-0202 / 組織変更 / 令6. 3. 1,医療法人高橋歯科医院　理事長　高橋　秀典,高橋　秀典 / 現存,平18. 3. 1,歯　矯歯,診療所,,,,,,,,,,,,,,

105.0,01 / 盛歯383,3383.0,6.0,渋民歯科クリニック,〒028－4132,盛岡市渋民字泉田２００番地,019-683-1800 / 移動 / 令6. 8. 16,千葉　晃揮,千葉　晃揮 / 現存,平18. 8. 16,歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

106.0,01 / 盛歯384,3384.0,4.0,ヒデ・デンタルクリニック,〒020－0866,盛岡市本宮七丁目１番１号,019-631-1418 / 新規 / 令6. 9. 12,佐々木　秀之,佐々木　秀之 / 現存,平18. 9. 12,歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

107.0,01 / 盛歯386,3386.0,9.0,さとう歯科医院,〒020－0111,盛岡市黒石野一丁目１０番３号,019-661-8241 / 新規 / 令7. 1. 7,佐藤　紀世彦,佐藤　紀世彦 / 現存,平19. 1. 7,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

108.0,01 / 盛歯387,3387.0,7.0,岩渕歯科医院,〒020－0881,盛岡市天神町９番１５号,019-654-1017 / 移動 / 令7. 1. 24,医療法人紀耶会　理事長　豊田　康夫,豊田　康夫 / 現存,平19. 1. 24,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

109.0,01 / 盛歯391,3391.0,9.0,中ノ橋歯科クリニック,〒020－0871,盛岡市中ノ橋通一丁目１１番２０号,019-653-5233 / 移動 / 令7. 5. 1,川上　喜義,川上　喜義 / 現存,平19. 5. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

110.0,01 / 盛歯392,3392.0,7.0,岡村歯科医院,〒020－0022,盛岡市大通二丁目６番１４号,019-625-8241 / 移動 / 令7. 5. 1,医療法人岡村歯科医院　理事長　馬場　一希,馬場　一希 / 現存,平19. 5. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

111.0,01 / 盛歯395,3395.0,0.0,ひであき歯科,〒020－0878,盛岡市肴町３番１８号ラオ・エム・コート１階,019-656-1632 / 新規 / 令2. 3. 21,齊藤　英朗,齊藤　英朗 / 現存,平20. 3. 21,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

112.0,01 / 盛歯396,3396.0,8.0,かど歯科クリニック,〒020－0823,盛岡市門一丁目１９番１７号,019-604-2260 / 新規 / 令2. 5. 1,米持　武美,米持　武美 / 現存,平20. 5. 1,歯　歯外　小歯,診療所,,,,,,,,,,,,,,

113.0,01 / 盛歯397,3397.0,6.0,内丸歯科クリニック,〒020－0023,盛岡市内丸１７番３０号トーカンジェネラス内丸１Ｆ,019-656-0900 / 新規 / 令2. 5. 1,高橋　康平,高橋　康平 / 現存,平20. 5. 1,歯　歯外,診療所,,,,,,,,,,,,,,

114.0,01 / 盛歯399,3399.0,2.0,ふじの歯科医院,〒020－0117,盛岡市緑が丘三丁目２１番２３号,019-663-6414 / 移動 / 令2. 5. 8,藤野　修,藤野　修 / 現存,平20. 5. 8,歯　小歯,診療所,,,,,,,,,,,,,,

115.0,01 / 盛歯400,3400.0,8.0,ねそり歯科,〒020－0122,盛岡市みたけ三丁目１８番６号,019-656-9394 / 新規 / 令2. 9. 2,根反　不二生,根反　不二生 / 現存,平20. 9. 2,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

116.0,01 / 盛歯402,3402.0,4.0,歯の松本,〒020－0824,盛岡市東安庭一丁目２３番６２号,019-625-5772 / 新規 / 令2. 11. 18,松本　弘紀,松本　弘紀 / 現存,平20. 11. 18,歯　小歯,診療所,,,,,,,,,,,,,,

117.0,01 / 盛歯403,3403.0,2.0,コバヤシデンタルクリニック,〒020－0021,盛岡市中央通二丁目１０番１５号,019-604-8848 / 組織変更 / 令3. 4. 1,医療法人銀杏会　理事長　小林　高,小林　太郎 / 現存,平21. 4. 1,歯　小歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

118.0,01 / 盛歯404,3404.0,0.0,内田歯科クリニック,〒020－0022,盛岡市大通３丁目７番２０号,019-622-0888 / 交代 / 令3. 4. 1,内田　良夫,内田　良夫 / 現存,平21. 4. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

119.0,01 / 盛歯405,3405.0,7.0,ノリ・デンタルクリニック,〒020－0857,盛岡市北飯岡一丁目２番７１号,019-656-5686 / 新規 / 令3. 6. 1,池田　典一,池田　典一 / 現存,平21. 6. 1,歯,診療所,,,,,,,,,,,,,,

120.0,01 / 盛歯406,3406.0,5.0,みきデンタルクリニック,〒020－0021,盛岡市中央通一丁目１１番１６号,019-622-4238 / 組織変更 / 令3. 9. 1,医療法人ＩＩＣ　理事長　西尾　俊彦,西尾　美紀 / 現存,平21. 9. 1,歯,診療所,,,,,,,,,,,,,,

121.0,01 / 盛歯407,3407.0,3.0,きむら歯科医院,〒020－0117,盛岡市緑が丘三丁目１２番３号,019-662-9252 / 新規 / 令3. 9. 5,木村　正,木村　正 / 現存,平21. 9. 5,歯　小歯,診療所,,,,,,,,,,,,,,

122.0,01 / 盛歯413,3413.0,1.0,横沢歯科医院,〒020－0021,盛岡市中央通二丁目８番２１号,019-652-1157 / 移動 / 令5. 4. 25,横澤　昭平,横澤　昭平 / 現存,平23. 4. 25,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

123.0,01 / 盛歯416,3416.0,4.0,島津歯科医院,〒020－0032,盛岡市夕顔瀬町７番１４号,019-651-1531 / 交代 / 令5. 9. 16,中里　登紀子,中里　登紀子 / 現存,平23. 9. 16,歯　小歯,診療所,,,,,,,,,,,,,,

124.0,01 / 盛歯418,3418.0,0.0,本宮歯科,〒020－0866,盛岡市本宮四丁目２番１０号,019-635-2464 / 新規 / 令6. 2. 1,小野寺　政雄,小野寺　政雄 / 現存,平24. 2. 1,歯,診療所,,,,,,,,,,,,,,

125.0,01 / 盛歯420,3420.0,6.0,清水町デンタルクリニック,〒020－0875,盛岡市清水町４番３０号,019-604-7418 / 新規 / 令6. 4. 17,医療法人仁慈　理事長　近藤　駿,近藤　聡 / 現存,平24. 4. 17,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

126.0,01 / 盛歯421,3421.0,4.0,佐藤誠歯科医院,〒020－0132,盛岡市西青山二丁目１９番３１号,019-645-3330 / 組織変更 / 令6. 8. 1,医療法人白翆会　理事長　佐藤　剛,佐藤　誠 / 現存,平24. 8. 1,歯　小歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

127.0,01 / 盛歯422,3422.0,2.0,まつしま歯科医院,〒028－4132,盛岡市渋民字駅２５番地６,019-683-3535 / 組織変更 / 令6. 9. 1,松嶋　拓,松嶋　拓 / 現存,平24. 9. 1,歯　小歯,診療所,,,,,,,,,,,,,,

128.0,01 / 盛歯423,3423.0,0.0,大久保歯科医院,〒020－0871,盛岡市中ノ橋通二丁目１０番９号,019-681-8214 / 新規 / 令6. 11. 21,大久保　卓也,大久保　卓也 / 現存,平24. 11. 21,歯　小歯,診療所,,,,,,,,,,,,,,

129.0,01 / 盛歯425,3425.0,5.0,医療法人　いけだ歯科口腔外科,〒020－0874,盛岡市南大通２－１０－２７,019-604-7061 / 組織変更 / 令元. 11. 1,医療法人　いけだ歯科口腔外科　理事長　池田　徹,池田　徹 / 現存,平25. 11. 1,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

130.0,01 / 盛歯426,3426.0,3.0,まさデンタルクリニック,〒020－0834,盛岡市永井１２地割１１７番地１,019-637-8881 / 交代 / 令2. 4. 1,高橋　雅洋,高橋　雅洋 / 現存,平26. 4. 1,歯　小歯,診療所,,,,,,,,,,,,,,

131.0,01 / 盛歯427,3427.0,1.0,北天昌寺歯科医院,〒020－0136,盛岡市北天昌寺町５－５１,019-613-7346 / 新規 / 令2. 5. 12,齊藤　章人,齊藤　章人 / 現存,平26. 5. 12,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

132.0,01 / 盛歯428,3428.0,9.0,ポラーノ矯正歯科,〒020－0063,盛岡市材木町６番２６号,019-654-8040 / 新規 / 令2. 9. 1,八木　實,八木　實 / 現存,平26. 9. 1,矯歯,診療所,,,,,,,,,,,,,,

133.0,01 / 盛歯429,3429.0,7.0,みちえ・やなぎさわ歯科,〒020－0866,盛岡市本宮字石仏２２－１６,019-659-1500 / 交代 / 令2. 8. 15,鈴木　美智恵,鈴木　美智恵 / 現存,平26. 8. 15,歯,診療所,,,,,,,,,,,,,,

134.0,01 / 盛歯430,3430.0,5.0,岡田歯科医院,〒020－0871,盛岡市中ノ橋通２丁目２－２２,019-629-2526 / 交代 / 令2. 12. 2,中野　裕香子,中野　裕香子 / 現存,平26. 12. 2,歯　小歯,診療所,,,,,,,,,,,,,,

135.0,01 / 盛歯431,3431.0,3.0,愛歯科診療所,〒020－0851,盛岡市向中野１－１０－３１,019-681-9888 / 組織変更 / 令3. 3. 1,医療法人　ア歯会　理事長　照井　純,照井　純 / 現存,平27. 3. 1,歯　小歯　矯歯,診療所,,,,,,,,,,,,,,

136.0,01 / 盛歯432,3432.0,1.0,ざいもくちょう歯科,〒020－0063,盛岡市材木町９－１,019-653-2264 / 交代 / 令3. 4. 1,中谷　寛之,中谷　寛之 / 現存,平27. 4. 1,歯　歯外　小歯,診療所,,,,,,,,,,,,,,

137.0,01 / 盛歯434,3434.0,7.0,赤ちゃんこども歯科,〒020－0066,盛岡市上田二丁目９番２１号,019-654-5545 / 交代 / 令3. 8. 1,川越　素行,川越　素行 / 現存,平27. 8. 1,小歯　矯歯　歯外　歯,診療所,,,,,,,,,,,,,,

138.0,01 / 盛歯435,3435.0,4.0,みどりが丘歯科クリニック,〒020－0117,盛岡市緑が丘三丁目４番３６号,019-663-5313 / 交代 / 令3. 9. 27,菊地　由紀子,菊地　由紀子 / 現存,平27. 9. 27,歯,診療所,,,,,,,,,,,,,,

139.0,01 / 盛歯436,3436.0,2.0,きたがわ歯科クリニック,〒020－0062,盛岡市長田町１番５号オルカ１０２,019-656-7555 / 新規 / 令3. 11. 2,北川　直子,北川　直子 / 現存,平27. 11. 2,歯　小歯　歯外　矯歯,診療所,,,,,,,,,,,,,,

140.0,01 / 盛歯437,3437.0,0.0,ゆう歯科医院,〒020－0834,盛岡市永井１７地割７９番地２,019-681-6045 / 新規 / 令4. 4. 15,佐藤　裕,佐藤　裕 / 現存,平28. 4. 15,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

141.0,01 / 盛歯438,3438.0,8.0,松本陽子デンタルクリニック,〒020－0866,盛岡市本宮二丁目４３番１１号,019-656-4618 / 組織変更 / 令4. 3. 1,医療法人　ＳＡＬＴＯ　理事長　卞（松本）　陽子,卞　陽子 / 現存,平28. 3. 1,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

142.0,01 / 盛歯441,3441.0,2.0,ゆいとぴあ歯科医院,〒020－0866,盛岡市本宮六丁目１１番１０号,019-631-2222 / 組織変更 / 令4. 10. 1,医療法人　美翔会　理事長　藤本　淳,藤本　淳 / 現存,平28. 10. 1,歯　小歯,診療所,,,,,,,,,,,,,,

143.0,01 / 盛歯443,3443.0,8.0,吉田歯科クリニック,〒020－0065,盛岡市西下台町１８番２７号,019-622-0652 / 交代 / 令5. 4. 1,吉田　大徹,吉田　大徹 / 現存,平29. 4. 1,歯,診療所,,,,,,,,,,,,,,

144.0,01 / 盛歯444,3444.0,6.0,吉田歯科医院,〒020－0871,盛岡市中ノ橋通一丁目４番２２号中ノ橋１０６ビル３階,019-622-4407 / 交代 / 令5. 3. 3,吉田　一穂,吉田　一穂 / 現存,平29. 3. 3,歯,診療所,,,,,,,,,,,,,,

145.0,01 / 盛歯445,3445.0,3.0,じろう歯科クリニック,〒020－0026,盛岡市開運橋通１番２１号,019-622-4755 / 移動 / 令5. 5. 1,岡田　治郎,岡田　治郎 / 現存,平29. 5. 1,歯　小歯,診療所,,,,,,,,,,,,,,

146.0,01 / 盛歯447,3447.0,9.0,リーフ歯科クリニック,〒020－0015,盛岡市本町通一丁目１４番８号グラーベ．Ⅰ,019-626-4182 / 新規 / 令5. 6. 1,湯浅　麻里,湯浅　麻里 / 現存,平29. 6. 1,歯　小歯,診療所,,,,,,,,,,,,,,

147.0,01 / 盛歯448,3448.0,7.0,医療法人菜園矯正歯科クリニック,〒020－0026,盛岡市開運橋通２番２０号,019-621-8484 / 移動 / 令5. 7. 1,医療法人菜園矯正歯科クリニック　理事長　古町　瑞郎,古町　瑞郎 / 現存,平29. 7. 1,矯歯　歯,診療所,,,,,,,,,,,,,,

148.0,01 / 盛歯450,3450.0,3.0,医療法人　双友会　双木歯科医院,〒020－0121,盛岡市月が丘二丁目３番２５号,019-645-7311 / 組織変更 / 令5. 8. 1,医療法人　双友会　理事長　双木　均,双木　均 / 現存,平29. 8. 1,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

149.0,01 / 盛歯452,3452.0,9.0,ゆうデンタルケア,〒020－0032,盛岡市夕顔瀬町１番１号,019-613-9871 / 新規 / 令5. 12. 18,横瀬　隆夫,横瀬　隆夫 / 現存,平29. 12. 18,歯　小歯,診療所,,,,,,,,,,,,,,

150.0,01 / 盛歯453,3453.0,7.0,前田歯科医院,〒020－0133,盛岡市青山四丁目３０番１号,019-645-2135 / 交代 / 令6. 1. 1,前田　智秀,前田　智秀 / 現存,平30. 1. 1,歯　歯外　小歯　矯歯,診療所,,,,,,,,,,,,,,

151.0,01 / 盛歯454,3454.0,5.0,デンタル　オフィス　Ｋ,〒020－0022,盛岡市大通一丁目１番１６号岩手教育会館１Ｆ,019-626-7643 / 移動 / 令6. 4. 1,工藤　努,工藤　努 / 現存,平30. 4. 1,歯　歯外　小歯,診療所,,,,,,,,,,,,,,

152.0,01 / 盛歯457,3457.0,8.0,はだ歯科医院,〒020－0122,盛岡市みたけ四丁目３６番３６号,019-681-1118 / 新規 / 令6. 5. 7,羽田　朋弘,羽田　朋弘 / 現存,平30. 5. 7,歯　歯外　小歯,診療所,,,,,,,,,,,,,,

153.0,01 / 盛歯458,3458.0,6.0,タケダ歯科盛岡インプラントクリニック,〒020－0066,盛岡市上田一丁目３番１０号イースタンキャッスル１Ｆ,019-606-4618 / 交代 / 令6. 6. 1,医療法人ヒロ・デンタル・プロデュース　理事長　竹田　浩人,坂本　望 / 現存,平30. 6. 1,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

154.0,01 / 盛歯459,3459.0,4.0,なかの矯正歯科,〒020－0807,盛岡市加賀野二丁目８番２４号エスト加賀野１０２号,019-604-8883 / 組織変更 / 令6. 9. 1,医療法人なかの矯正歯科　理事長　中野　廣一,中野　廣一 / 現存,平30. 9. 1,矯歯,診療所,,,,,,,,,,,,,,

155.0,01 / 盛歯461,3461.0,0.0,ただしデンタルオフィス,〒020－0122,盛岡市みたけ二丁目９番６０号,019-681-0180 / 新規 / 令6. 11. 12,高橋　正,高橋　正 / 現存,平30. 11. 12,歯　小歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

156.0,01 / 盛歯463,3463.0,6.0,手代森歯科クリニック,〒020－0401,盛岡市手代森７地割７８番地４,019-675-1133 / 組織変更 / 令7. 4. 1,医療法人幸英会　理事長　川村　英幹,川村　英幹 / 現存,平31. 4. 1,歯　小歯,診療所,,,,,,,,,,,,,,

157.0,01 / 盛歯464,3464.0,4.0,国分通り歯科,〒020－0121,盛岡市月が丘三丁目３０番２０号,019-648-8080 / 新規 / 令7. 5. 17,齋藤　大嗣,齋藤　大嗣 / 現存,令元. 5. 17,歯　歯外　矯歯　小歯,診療所,,,,,,,,,,,,,,

158.0,01 / 盛歯465,3465.0,1.0,デンタルオフィス　サンサ,〒020－0836,盛岡市津志田西二丁目１７番５０号,019-656-1780 / 新規 / 令7. 5. 1,及川　愛,及川　愛 / 現存,令元. 5. 1,歯　小歯,診療所,,,,,,,,,,,,,,

159.0,01 / 盛歯467,3467.0,7.0,あい歯科クリニック,〒020－0121,盛岡市月が丘三丁目３９－５０,019-641-8814 / 交代 / 令元. 8. 1,藤原　英明,藤原　英明 / 現存,令元. 8. 1,歯　小歯,診療所,,,,,,,,,,,,,,

160.0,01 / 盛歯468,3468.0,5.0,ながの歯科クリニック,〒020－0835,盛岡市津志田１４地割１７３,019-639-0124 / 新規 / 令元. 9. 17,医療法人　ながの　理事長　長野　隆行,長野　えり子 / 現存,令元. 9. 17,歯　小歯　矯歯,診療所,,,,,,,,,,,,,,

161.0,01 / 盛歯470,3470.0,1.0,かなざわ歯科クリニック,〒020－0015,盛岡市本町通二丁目１４－３８,019-618-2399 / 新規 / 令2. 3. 7,金澤　智美,金澤　智美 / 現存,令2. 3. 7,歯　小歯,診療所,,,,,,,,,,,,,,

162.0,01 / 盛歯471,3471.0,9.0,鈴木歯科診療室,〒020－0127,盛岡市前九年２－１０－３９,019-646-7733 / 交代 / 令2. 4. 1,鈴木　里奈,鈴木　里奈 / 現存,令2. 4. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

163.0,01 / 盛歯473,3473.0,5.0,小山田歯科医院,〒020－0034,盛岡市盛岡駅前通８番１１号盛岡駅前ビル３階,019-625-1744 / 交代 / 令3. 1. 1,小山田　晃,小山田　晃 / 現存,令3. 1. 1,歯　小歯,診療所,,,,,,,,,,,,,,

164.0,01 / 盛歯475,3475.0,0.0,木のまち歯科矯正歯科医院,〒020－0022,盛岡市大通三丁目１０番２９号,019-626-4618 / 移動 / 令3. 10. 1,村上　晶子,村上　晶子 / 現存,令3. 10. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

165.0,01 / 盛歯476,3476.0,8.0,本宮みずかわ矯正歯科クリニック,〒020－0866,盛岡市本宮六丁目２４番３０号,019-613-8110 / 新規 / 令3. 11. 15,水川　卓磨,水川　卓磨 / 現存,令3. 11. 15,矯歯　歯,診療所,,,,,,,,,,,,,,

166.0,01 / 盛歯477,3477.0,6.0,盛岡となん歯科・こども矯正歯科,〒020－0831,盛岡市三本柳７地割１３番地８,019-638-8680 / 組織変更 / 令3. 10. 1,医療法人ａ－ｌｉｖｅ　理事長　山田　優貴,山田　優貴 / 現存,令3. 10. 1,歯　小歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

167.0,01 / 盛歯478,3478.0,4.0,ゆうがおせ歯科医院,〒020－0063,盛岡市材木町８番２１号グリーンキャピタル材木町第３　１Ｆ,019-652-0806 / 移動 / 令4. 1. 11,村木　力,村木　力 / 現存,令4. 1. 11,歯　歯外,診療所,,,,,,,,,,,,,,

168.0,01 / 盛歯479,3479.0,2.0,盛岡ＫＴ歯科・矯正歯科,〒020－0022,盛岡市大通一丁目７番６号ＰＲＥＮＤＲＥ　ＴＨＲＥＥ２０１,019-601-3325 / 交代 / 令4. 10. 1,宇野　聡一郎,宇野　聡一郎 / 現存,令4. 10. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

169.0,01 / 盛歯480,3480.0,0.0,ささきデンタルクリニック,〒020－0013,盛岡市愛宕町３番２５号,019-601-4118 / 新規 / 令4. 10. 17,佐々木　岳,佐々木　岳 / 現存,令4. 10. 17,歯　歯外　小歯　矯歯,診療所,,,,,,,,,,,,,,

170.0,01 / 盛歯482,3482.0,6.0,ししど歯科医院,〒020－0402,盛岡市黒川２２地割３９番地１,019-658-8092 / 新規 / 令5. 4. 1,宍戸　誉,宍戸　誉 / 現存,令5. 4. 1,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

171.0,01 / 盛歯483,3483.0,4.0,守口歯科クリニック,〒020－0103,盛岡市西松園三丁目２３番１０号,019-663-1717 / 交代 / 令5. 4. 1,守口　和,守口　和 / 現存,令5. 4. 1,歯　小歯,診療所,,,,,,,,,,,,,,

172.0,01 / 盛歯484,3484.0,2.0,ＡＢＣデンタル,〒020－0851,盛岡市向中野五丁目２１番２３号,019-613-5585 / 組織変更 / 令5. 6. 1,医療法人桜月　理事長　松尾　伸一,松尾　伸一 / 現存,令5. 6. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

173.0,01 / 盛歯485,3485.0,9.0,こうま駅前デンタルクリニック,〒028－4125,盛岡市好摩字夏間木１０５番地１,019-613-6480 / 新規 / 令5. 7. 1,城　盛太朗,城　盛太朗 / 現存,令5. 7. 1,歯　歯外　小歯　矯歯,診療所,,,,,,,,,,,,,,

174.0,01 / 盛歯486,3486.0,7.0,栃内歯科医院,〒020－0884,盛岡市神明町１０番３５号,019-625-1588 / 組織変更 / 令5. 6. 1,医療法人啓仁会　理事長　栃内　明啓,栃内　明啓 / 現存,令5. 6. 1,歯　小歯　矯歯,診療所,,,,,,,,,,,,,,

